"Duree_Connexion","Octets_Source_Vers_Dest","Octets_Dest_Vers_Source","Taux_Paquets_Secondes","Fenetre_TCP_Moyenne","Ports_Dest_Distincts","Connexions_Simultanees","Taux_Erreur_CheckSum","Frequence_SYN_Flags","Statut_Menace"
19619.86,1115.39,4506.38,85.86,4096,1,1,0.0224,0.1187,"0"
62185.28,2466.14,7729.71,30.09,16384,1,6,0.0085,0.0932,"0"
49281.6,3046.9,3042.39,30.66,4096,0,5,0.0265,0.0492,"0"
9846.01,13977.02,2660.19,396.4,65535,1,4,0.0014,0.9315,"2"
10036.04,2170.07,2714.31,69.18,2048,2,3,0.0033,0.1181,"0"
14331.12,4457.92,2280.21,124.07,8192,3,6,0.0069,0.0127,"0"
46986.52,3570.73,4589.97,19.76,65535,2,5,0.0173,0.0316,"0"
123203.54,495.42,6491.99,125.42,4096,105,8,0.0366,0.0789,"1"
129359.64,465.92,2816.65,37.68,8192,4,5,0.0358,0.1883,"0"
16283,10235.4,1715.22,99.53,2048,3,4,0.0436,0.0516,"0"
96578.25,3792.4,1337.08,24.27,8192,3,10,0.0467,0.0433,"0"
67610.51,309.05,1768.21,60.41,16384,2,1,0.009,0.1475,"0"
19430.18,1636.84,1372.41,1.31,1024,0,3,0.0304,0.068,"0"
89723.67,4243.1,6873.74,40.72,2048,3,5,0.0148,0.1861,"0"
NA,2624.71,5715.11,56.82,2048,39,2,0.0115,0.1685,"1"
6642.15,1400.14,2041.36,30.85,16384,1,8,0.0282,0.1717,"0"
23570.95,54339.03,1351.42,612.42,16384,2,7,0.0422,0.8609,"2"
58756.56,1037.2,2644.87,102.52,8192,1,4,0.0061,0.0105,"0"
55561.62,879.04,4191.99,76.82,1024,2,5,0.0389,0.1844,"0"
30116.07,531.53,3065.92,43.39,16384,2,7,0.0371,0.0257,"0"
128935.67,3781.06,2881.47,146.42,1024,1,7,0.0024,0.0796,"0"
286.25,1933.37,1788.78,101.28,1024,2,3,0.0253,0.0579,"0"
19979.91,376.21,8365.8,69.32,4096,1,3,0.0358,0.0422,"0"
11114.69,383.63,3094.98,100.37,4096,5,4,0.1489,0.1835,"3"
193731.18,1653.01,443.41,95.06,8192,0,8,0.0072,0.1026,"0"
69736.9,4776.56,6516.92,66.69,65535,4,3,0.0271,0.1946,"0"
60281.44,4874.88,1393.28,101.89,8192,4,7,0.0322,0.0992,"0"
8509.86,669.34,3653.33,85.78,16384,0,3,0.0222,0.1327,"0"
42269.46,3697.89,1680.21,104.02,2048,0,2,0.0462,0.0211,"0"
26862.51,4373.71,785.91,100.11,1024,3,4,0.0177,0.0666,"0"
25598.66,4969.79,12256.5,97.83,65535,0,6,0.0282,0.1247,"0"
73808,598.49,1771.27,49.94,65535,3,4,0.0312,0.1109,"0"
1136.18,3235.04,4174.3,114.26,1024,3,2,0.0464,0.0776,"0"
70361.35,4006.98,2726.07,42.81,4096,3,6,0.0482,0.021,"0"
83376.06,1753.77,3563.4,102.79,65535,1,6,0.006,0.1222,"0"
11344.73,79677.25,3953.61,545.26,4096,1,5,0.0241,0.7197,"2"
5120.8,2041.75,2395.48,16.26,1024,1,4,0.0126,0.0171,"0"
3440.67,5017.7,1250.79,25.36,16384,1,7,0.0015,0.1072,"0"
45516.29,1593.68,1948.25,15.79,4096,5,6,0.0055,0.1889,"0"
194354.78,1765.53,804.76,101.83,2048,3,6,0.0387,0.0796,"0"
35447.6,5757.23,6466.54,44.28,8192,2,3,0.0338,0.177,"0"
120350.86,2871.21,854.73,2.32,16384,1,4,0.0391,0.1382,"0"
7085.54,3081.58,3864.45,16.77,16384,1,7,0.028,0.1638,"0"
35581.77,1047.66,5693.9,33,8192,0,7,0.0225,0.0656,"0"
37653.75,6989.1,2537.87,59.23,2048,1,4,0.0077,0.0883,"0"
266152.66,6149.5,4281.7,98.7,65535,2,5,0.0166,0.0217,"0"
6270.57,678.83,3579.85,93.77,8192,1,6,0.3206,0.0473,"3"
149198.77,4427.6,3351.48,32.47,2048,3,6,0.0196,0.0881,"0"
2256.11,870.96,5144.65,105.37,16384,4,8,0.0055,0.1913,"0"
14619.48,760.12,3007.89,237.6,65535,30,7,0.0076,0.1625,"1"
12200.98,55271.62,2490.06,412.38,16384,1,5,0.0029,0.9467,"2"
16236.54,1595.11,7398.37,57.32,65535,7,8,0.3777,0.0765,"3"
85823.79,2719.44,11130.5,29.58,4096,1,7,0.013,0.0206,"0"
7217.91,4572.24,5317.51,182.99,4096,191,6,0.005,0.1252,"1"
13607.08,1765.82,8064.4,84.62,16384,1,4,0.0031,0.0777,"0"
134813.7,974.84,825.32,161.19,2048,170,3,0.0475,0.064,"1"
42550.99,3183.79,1099.11,251.81,4096,119,4,0.023,0.1854,"1"
89921.97,4683.82,5771.17,110.27,8192,4,5,0.0206,0.0822,"0"
5040.95,69400.61,4840.18,418.01,65535,4,6,0.0136,0.946,"2"
62812.44,4340.7,3221.75,76.47,4096,2,5,0.0037,0.1596,"0"
67737.16,2535.08,1856.86,67.71,65535,3,6,0.0128,0.0063,"0"
165174.66,917.07,4266.41,110.74,8192,1,6,0.0237,0.0145,"0"
9153.64,3951.42,5236.46,88.41,16384,3,9,0.0254,0.1125,"0"
190255.84,348.28,1385.9,254.65,16384,134,2,0.0046,0.0357,"1"
39062.09,1705.91,6766.87,43.97,16384,3,2,0.0184,0.0176,"0"
97233.54,3636.09,2565.47,66.11,1024,105,3,0.0323,0.1018,"1"
46090.78,27611.88,3678.68,762.67,16384,1,0,0.0166,0.9398,"2"
25467.95,3621.32,771.1,30.22,1024,1,3,0.0103,0.1293,"0"
72442.6,2300.28,5279.72,50.37,8192,52,7,0.0323,0.076,"1"
80471.41,1085.02,14476.69,43.95,2048,3,9,0.0306,0.0783,"0"
45455.14,3046.37,1795.98,30.91,65535,2,2,0.0189,0.1942,"0"
18910.34,34830.69,5867.87,748.58,1024,2,6,0.0255,0.714,"2"
34075.79,1707.92,6903.04,68.14,4096,0,7,0.0193,0.1849,"0"
16158.76,2722.39,10373.81,30.76,8192,4,5,0.1403,0.0494,"3"
9700.83,3669.12,2170.11,46.88,4096,1,7,0.0205,0.0311,"0"
72323.07,2751.02,2879.86,82.43,1024,0,10,0.0232,0.1978,"0"
120971.52,19045.22,3289.36,903.31,65535,1,5,0.0267,0.9838,"2"
7972.76,3054.24,12865.71,129.54,4096,2,5,0.0196,0.0013,"0"
27200.92,2392.08,7084.5,99.26,4096,1,4,0.0201,0.0913,"0"
58381.22,3782.84,6534.42,22.69,8192,1,11,0.0081,0.1975,"0"
28469.77,2369.53,2123.24,30.74,16384,3,6,0.0164,0.118,"0"
14792.39,4606.57,10912.19,122.78,16384,0,3,0.0234,0.0767,"0"
18281.37,3661.08,1839.66,53.47,1024,1,6,3e-04,0.1035,"0"
14929.46,744.44,7061.21,48.46,4096,0,3,0.0198,0.0639,"0"
152595.22,4417.27,2765.1,54.83,65535,2,7,0.0471,0.178,"0"
76306.1,2109.85,4093.71,109.55,1024,0,5,0.0497,0.1748,"0"
80428.55,50108.22,882.54,224.17,16384,1,1,0.0312,0.9126,"2"
13702.69,51631.31,631.59,436.68,16384,3,5,0.0212,0.8209,"2"
167853.21,3756.13,1312.76,75.09,4096,1,6,0.0384,0.0028,"0"
2140.85,66527.12,1201.73,244.35,2048,2,6,0.0188,0.9632,"2"
14016.65,1305.15,4466.65,110.84,8192,1,1,0.0431,0.0176,"0"
31017.86,1809.86,2425.3,108.25,4096,3,5,0.0423,0.162,"0"
5835.63,3825.38,2468.74,80.71,4096,1,2,0.0123,0.0328,"0"
67154.74,1377.77,6085.37,29.21,4096,3,3,0.0115,0.0916,"0"
31005.83,4618.12,3203.91,149.08,8192,0,3,0.0046,0.1843,"0"
24526,2420.85,2082.62,38.27,65535,2,2,0.0494,0.1217,"0"
32189.65,4651.87,4519.3,88.08,2048,2,5,0.0215,0.1922,"0"
25268.57,1785.86,4728.56,71.29,4096,4,5,0.0264,0.0244,"0"
12647.66,3375.96,2650.25,11.63,4096,0,3,0.0184,0.1067,"0"
19411.95,2535.08,7631.87,68.14,65535,1,6,0.0339,0.0854,"0"
40084.57,1685.71,6990.94,35.52,2048,1,7,0.0356,0.0226,"0"
43144.72,1472.66,875.57,135.61,8192,3,9,0.0307,0.1014,"0"
270788.55,1323.15,666.04,135.62,1024,48,1,0.0476,0.1512,"1"
9246.62,1851.59,4080.6,117.6,1024,2,5,0.0059,0.1818,"0"
2231.91,777.16,5172.79,122.28,4096,2,8,0.0231,0.1407,"0"
39584.95,1129.48,263.35,214.64,16384,130,8,0.0344,0.0395,"1"
106578.42,1594.07,438.26,178.64,65535,20,7,0.0466,0.1651,"1"
53931.11,524.75,4411.03,50.82,2048,5,6,0.0264,0.1312,"0"
54850.51,1274.43,567.54,34.28,4096,4,5,0.0192,0.1552,"0"
12172.38,1848.99,1910.3,131.66,4096,1,2,0.0392,0.0514,"0"
NA,621.86,1841.34,124.25,65535,2,4,0.0019,0.1521,"0"
39413.22,2721.31,5364.28,18.14,8192,1,10,0.0424,0.1891,"0"
53199.44,3523.03,6929.01,132.07,8192,3,4,0.0334,0.1212,"0"
6691.95,1234.35,938.64,141.84,65535,1,4,0.0174,0.0646,"0"
26186.07,2334.35,3472.15,107.39,16384,3,7,0.008,0.1294,"0"
27588.01,773.76,1549.52,24.53,16384,1,4,0.0248,0.0581,"0"
29586.8,97598.76,2682.83,319.72,1024,3,7,0.0189,0.865,"2"
11086.84,4683.66,3937.64,112.19,4096,1,7,0.0329,0.1466,"0"
7898.35,4008.48,3614.84,186.04,4096,142,3,0.0248,0.1485,"1"
246360.02,5402.9,1313.49,17.89,16384,3,7,0.0341,0.1675,"0"
76097.41,4965.5,5320.4,103.53,4096,0,3,0.0239,0.0298,"0"
49185.11,40708.97,1304.95,612.15,65535,0,5,0.02,0.9136,"2"
15856.88,4129.91,5934.54,137.68,16384,2,10,0.0055,0.0681,"0"
10444.38,9045.77,3320.02,18.96,1024,1,8,0.0176,0.1221,"0"
114127.4,2527.51,1607.74,104.06,65535,3,3,0.0288,0.0959,"0"
42240.13,11654.58,2645.28,37.02,65535,2,2,0.0441,0.0622,"0"
65186.68,1755.19,1013.95,106.84,1024,3,4,0.0345,0.1195,"0"
22146.08,1636.46,2104.86,64.46,8192,1,1,0.0321,0.1133,"0"
83223.3,969.85,999.33,247.71,16384,151,3,0.0121,0.1904,"1"
12122.56,2775.85,4140.85,98.25,4096,1,8,0.2498,0.1796,"3"
147952.74,4735.98,1947.88,131.96,16384,1,2,0.0465,0.0841,"0"
22574.4,5795.19,3247.71,145.12,4096,0,4,0.0069,0.1993,"0"
7456.67,35769.79,1956.68,855.86,4096,4,4,0.0026,0.7648,"2"
61082.49,674.74,7805.17,19.49,2048,1,2,0.0108,0.1078,"0"
12093.1,882.1,2680.78,45.03,16384,0,7,0.0469,0.1847,"0"
30606.93,2747.64,236.11,161.72,2048,43,5,0.0387,0.1256,"1"
32077.11,1147.73,2317.32,135.79,2048,3,3,0.0282,0.1894,"0"
4630.72,1926.67,3596.73,104.54,4096,1,7,0.0471,0.0488,"0"
4040.6,5767.74,4836.31,40.16,1024,3,4,0.047,0.0131,"0"
3228.18,1467.93,4097.7,31.29,8192,2,6,0.0379,0.1975,"0"
29907.48,1173.09,4264.31,285.24,2048,125,7,0.0073,0.1135,"1"
32754.11,1851.45,837.23,142.03,16384,0,8,0.0307,0.0442,"0"
15194.06,3165.94,2103.6,6.19,8192,4,4,0.0235,0.164,"0"
17049.01,499.67,1503.15,173.45,1024,160,4,0.0494,0.1261,"1"
79362.44,1280.47,1486.69,7.28,16384,3,3,0.0385,0.0138,"0"
4791.16,708.23,863.82,30.82,8192,3,4,0.0481,0.0425,"0"
129931.24,22448.36,1446.06,721.17,16384,1,5,0.0034,0.7791,"2"
47093.4,1464.26,2082.14,5.71,2048,3,6,0.0232,0.1152,"0"
10828.64,3184.25,3030.41,42.13,16384,3,7,0.0295,0.1581,"0"
64816.12,1351.87,3736.33,50.39,4096,1,2,0.0052,0.1837,"0"
34762.28,2988.58,1245.93,52.9,4096,3,9,0.0473,0.0882,"0"
85329.13,4899.97,7505.88,87.5,8192,1,6,0.011,0.087,"0"
17245.85,1064.09,12178.67,112.05,1024,4,4,0.1249,0.099,"3"
23079.52,4400.24,8823.66,119.48,2048,3,10,0.011,0.025,"0"
3146.57,741.73,2556.85,118.77,2048,1,3,0.0068,0.0305,"0"
11690.07,4521.41,4029.15,77.38,4096,2,2,0.0037,0.0881,"0"
74263.83,10.1,12528.62,109.56,4096,3,4,0.0191,0.011,"0"
136753.06,349.26,1482.73,5.73,65535,2,4,3e-04,0.0297,"0"
34084.76,2401.17,8468.83,127.96,8192,3,10,0.0258,0.1151,"0"
135663.35,5889.97,1445.42,64.99,4096,1,5,0.007,0.1576,"0"
32129.8,3609.39,2273.01,117.63,2048,0,7,0.0126,0.0918,"0"
47345.23,5486.47,1663.17,121.47,2048,0,2,0.05,0.0899,"0"
46652.88,1599.62,1986.03,90.42,2048,2,6,0.0122,0.1364,"0"
58346.74,1221.75,296.34,42.45,65535,1,1,0.0194,0.0539,"0"
33253.82,1968.46,10331.46,73.66,65535,3,5,0.0201,0.1101,"0"
18959.99,2945.39,1390.57,94.69,1024,0,3,0.0155,0.1159,"0"
19470.34,1325.27,2847.05,53.54,4096,2,10,0.0438,0.0931,"0"
57107.09,4444.5,6174.52,93.76,1024,1,9,0.0383,0.072,"0"
29974.93,1474.17,5198.08,54,16384,1,10,0.0026,0.0604,"0"
19878.27,3284.51,1758.01,140.98,16384,1,3,7e-04,3e-04,"0"
19167,84203.43,2908.46,507.2,1024,1,4,0.0468,0.8598,"2"
49603.06,1160.73,4168.41,147.83,65535,1,4,0.0057,0.1082,"0"
68645.4,1611.92,5469.6,125.47,16384,5,6,0.04,0.0338,"0"
6167.89,5772.31,1546.36,144.02,1024,1,4,0.0473,0.1689,"0"
14865.33,1079.48,7523.12,55.77,16384,1,6,0.0455,0.1114,"0"
29358.2,267.84,2115.39,62.21,16384,1,3,0.3777,0.0278,"3"
50140.09,1432.96,2082.47,108.13,2048,3,7,0.0135,0.1133,"0"
45122.8,1300.23,2129.78,6.27,4096,3,7,0.0364,0.1358,"0"
14051.44,1399.98,1868.55,104.9,4096,0,3,0.0181,0.1095,"0"
21301.78,2798.96,4743.4,143.04,16384,0,8,0.1262,0.0174,"3"
5686.45,1211.42,2273.56,128.18,4096,2,9,0.044,0.18,"0"
186629.34,7582.63,3106.46,123.82,16384,1,3,0.0262,0.0696,"0"
7765.93,6270.61,7983.57,201.64,2048,81,3,0.0463,0.1406,"1"
24540.74,3928.58,883.06,27.37,16384,3,5,0.0234,0.1835,"0"
15279.75,8062.48,1208.68,148.38,8192,4,8,0.02,0.0609,"0"
80909.88,840.71,3625.65,64.17,4096,1,10,2e-04,0.1269,"0"
62545.53,436.51,1875.88,62.41,8192,0,8,0.0341,0.0993,"0"
21897.79,5321.02,1695.87,68,16384,3,4,0.0024,0.0387,"0"
1397.67,2443.97,1518.4,115.9,2048,5,5,0.0334,0.1367,"0"
25191.37,1902.49,4414.52,89.25,16384,1,3,0.0268,0.1277,"0"
32090.64,8517.14,438.51,69.22,1024,2,6,0.0387,0.1868,"0"
71743.14,1387,9145.49,117.02,65535,2,7,0.043,0.1465,"0"
87486.68,1829.74,4774.31,9.99,16384,1,4,0.0465,0.0435,"0"
80663.05,2057.05,2546.21,72.11,65535,1,4,0.0347,0.0271,"0"
2531.41,57575.82,1185.12,467.59,4096,1,8,0.0433,0.7836,"2"
99907.01,695.46,2416.9,100.82,65535,3,9,0.0267,0.0391,"0"
92825.65,3439.19,911.09,40.74,16384,2,4,0.0369,0.0734,"0"
92075.03,1037.95,1607.14,241.53,16384,123,6,0.0272,0.1115,"1"
73787.39,1054.35,4978.3,67.04,2048,1,3,0.0419,0.1156,"0"
37112.94,358.39,4973.87,61.19,8192,3,2,0.0318,0.1871,"0"
12192.19,4178.12,1336.02,147.61,65535,187,4,0.0274,0.0893,"1"
12464.95,1699.22,8943.45,215.26,8192,38,8,0.0425,0.1442,"1"
35202.28,2967.32,681.79,95.8,16384,3,5,0.0105,0.0731,"0"
9036.76,6286.2,6067.28,16.32,2048,0,8,0.007,0.0263,"0"
152765.62,4082.41,5261.86,121.09,16384,0,3,0.0072,0.138,"0"
92310.23,2345.41,7666.28,35.71,8192,1,3,0.0494,0.1644,"0"
86641.5,2469.8,7977.6,110.24,8192,3,5,0.032,0.0186,"0"
50425.56,23098.45,6934.17,722.2,2048,2,3,0.0314,0.8241,"2"
7833.04,81790.03,3507.7,721.31,65535,2,4,0.0178,0.9417,"2"
182995.17,2435.28,3609.44,107.4,8192,1,4,0.0243,0.0344,"0"
133957.9,916.3,951.08,79.98,65535,2,4,0.0377,0.0971,"0"
100715.38,1849.54,465.69,91.5,16384,0,3,0.031,0.0223,"0"
11805.45,1131.76,2309.85,91.25,2048,2,6,0.0378,0.0411,"0"
71106.13,3008.67,1825.49,142.52,8192,1,4,0.0393,0.1782,"0"
48526.56,1132.25,4020.99,145.88,65535,3,9,0.049,0.036,"0"
138549.92,3155.98,1891.89,140.2,2048,0,5,0.0429,0.0803,"0"
35017.11,11346.52,11615.24,405.88,8192,2,5,0.0467,0.9159,"2"
173486.87,1554.71,4919.86,5.9,1024,0,7,0.0463,0.128,"0"
170990.22,3504.86,1949.22,75.44,2048,2,8,0.0445,0.1433,"0"
48153.62,5619.18,4118.3,42.21,8192,3,4,0.0486,0.0842,"0"
64788.67,80891.6,3064.39,823.33,1024,3,6,0.0177,0.7545,"2"
162475.09,3697,6082.47,57.78,2048,121,3,0.0377,0.0068,"1"
15827.89,3994.31,1841.82,109.32,4096,2,5,0.2162,0.1271,"3"
47062.3,38483.03,1913.37,965.54,8192,0,6,0.0271,0.8844,"2"
9832.87,3309.42,3903.15,74.24,16384,0,3,0.0471,0.1892,"0"
20161.66,2543.19,1111.83,98.53,8192,1,4,0.0234,0.1991,"0"
13079.89,1719.47,3892.18,114.87,16384,3,5,0.0279,0.1166,"0"
13016.98,3921.76,4789.42,43.35,8192,0,4,0.0479,0.1984,"0"
10823.12,72113.35,4987.79,353.97,4096,2,8,0.0287,0.9516,"2"
40784.58,912.09,1160.36,53.95,8192,2,4,0.004,0.0676,"0"
26569.98,5971.33,4843.69,24.35,65535,1,1,0.0346,0.0483,"0"
127845.88,3064.61,5089.97,132.01,16384,3,10,0.0376,0.0772,"0"
92257.16,7944.86,1537.06,39.68,16384,4,4,0.0103,0.1722,"0"
125252.85,1654.42,6189.94,32.74,4096,1,8,0.0077,0.1885,"0"
2172.51,544.19,3690.92,120.71,65535,0,5,0.0123,0.1752,"0"
43949.28,4656.69,1625.6,45.8,16384,7,0,0.0343,0.069,"0"
14958.89,3531.82,793.53,51.36,8192,3,5,0.0126,0.1692,"0"
4982.54,1954.73,392.23,17.08,65535,0,4,0.0114,0.1675,"0"
250678.77,4257.93,4715.53,152.42,16384,59,9,0.0072,0.0616,"1"
1561.01,4071.33,1893.35,60.9,65535,2,1,0.0256,0.0651,"0"
21786.05,434.82,725.61,145.64,4096,1,5,0.0049,0.0064,"0"
10196.58,6205.32,5030.66,78.62,4096,0,1,0.0386,0.0759,"0"
13109.86,4336.13,2497.87,100.45,16384,3,6,0.0433,0.0695,"0"
50354.13,74077.61,2776.95,682.54,16384,1,6,0.0145,0.765,"2"
7589.19,1646.94,4074.77,128.69,16384,94,4,0.0109,0.0908,"1"
74858.12,841.97,1069.79,8.34,4096,3,4,0.0132,0.1524,"0"
72088.23,2661.91,4249.33,128.88,16384,5,6,0.0176,0.1414,"0"
11570.4,1660.39,5739.86,89.05,4096,1,13,0.0476,0.0209,"0"
43155.02,3191.06,7104.33,22.59,65535,3,3,0.0166,0.1044,"0"
20893.05,4615.82,2160.73,140.45,4096,0,4,0.0203,0.0165,"0"
28951.77,6728.38,3795.73,290.19,1024,189,3,0.0283,0.0368,"1"
73524.41,2659.17,1767.11,36.22,16384,2,3,0.0389,0.1302,"0"
10888.44,1261.73,2193.25,33.32,4096,3,3,0.049,0.0891,"0"
189834.77,1188.51,5646.31,90.07,2048,2,3,0.0074,0.1181,"0"
62849.21,996.93,2683.13,59.49,4096,58,6,0.0436,0.0183,"1"
65877.78,4302.64,3436.74,135.05,1024,125,5,0.0495,0.0669,"1"
42723,1264.08,3463.01,135.28,16384,1,7,0.04,0.1642,"0"
15092.23,3421.54,1972.49,144.75,65535,1,5,0.3035,0.1635,"3"
48677.38,2297.59,439.4,149.36,1024,7,4,0.0368,0.1705,"0"
36993.17,1485.38,2817.03,195.67,8192,142,6,0.0217,0.0824,"1"
4608.44,3767.92,460.82,13.18,4096,1,8,0.0231,0.1072,"0"
40425.42,2750.13,6010.83,61.82,4096,1,4,0.0034,0.186,"0"
71237.45,2225.13,2388.56,34.64,1024,3,4,0.0137,0.0843,"0"
42537.44,29418.71,1728.36,828.94,8192,2,6,0.0391,0.9274,"2"
18264.08,5246.61,8658.76,70.46,65535,1,6,0.0073,0.0485,"0"
37819.06,45250.26,143.89,658.67,65535,1,4,0.0023,0.8907,"2"
17629.64,4269.71,1933.23,286.02,16384,52,5,0.0366,0.0617,"1"
56368.05,6014,2096.52,60.69,16384,3,3,0.0309,0.0028,"0"
143777.2,55638.25,992.29,470.04,65535,2,7,0.0481,0.9663,"2"
12716.74,1264.23,1862.54,50.05,4096,5,11,0.0354,0.1544,"0"
444.19,199.87,4442.33,NA,65535,2,4,0.0254,0.1316,"0"
3667.35,6236.95,5620.14,88.79,16384,2,5,0.0498,0.0787,"0"
85144.07,4246.95,4145.59,12.02,65535,1,2,0.0019,0.1863,"0"
1864.25,785.79,9789.82,18.5,65535,0,4,0.0033,0.009,"0"
22492.21,5952.38,248.94,83.22,1024,2,6,0.0437,0.1685,"0"
37509.02,2522.8,1005.6,4.47,2048,2,5,0.0048,0.1949,"0"
12953.44,1097.54,484.28,52.58,4096,1,7,0.0444,0.0727,"0"
27162.87,5044.54,4529.45,43.39,65535,5,3,0.0422,0.1515,"0"
112111.88,2865.21,5975.09,112.53,4096,4,7,0.0072,0.1747,"0"
70395.22,3039.15,2711.62,110.84,8192,2,3,0.0469,0.0792,"0"
17387.79,3010.85,9928.52,116.41,2048,2,4,0.0058,0.1992,"0"
29322.98,92786.67,4565.95,321.73,65535,2,4,0.0034,0.8465,"2"
34765.95,34457.13,3564.69,493.36,16384,2,4,0.0408,0.9233,"2"
25379.94,3412.05,1576.99,108.78,2048,3,6,0.0314,0.1164,"0"
23865.79,3418.05,2071.96,137.54,4096,2,10,0.0243,0.0079,"0"
44316.49,1393.52,6352.97,15.08,65535,2,6,0.0405,0.1503,"0"
23173.89,3831.32,4609.87,113.85,16384,3,7,0.0045,0.1446,"0"
20138.95,1002.2,1720.6,40.77,4096,1,2,0.2189,0.1042,"3"
37758.23,4419.06,2708.59,56.1,4096,0,2,0.0216,0.0904,"0"
28500.29,647.28,1830.57,135.93,1024,1,8,0.3388,0.0962,"3"
171296.5,3321.19,2373.17,90.93,2048,1,5,0.0305,0.0634,"0"
41777.77,2387.2,4071,130.95,1024,0,3,0.0383,0.0176,"0"
104270.28,2829.77,5724.54,32,1024,1,6,0.0484,0.1232,"0"
37538.05,1238.05,440.99,142.25,2048,1,4,0.0479,0.096,"0"
46561.48,10117.57,6374.18,64.65,16384,0,6,0.0049,0.1923,"0"
19220.19,93414.02,6305.65,746.03,4096,1,6,0.0134,0.8473,"2"
8279.21,103.78,4296.06,48.18,16384,3,4,0.0456,0.0028,"0"
22583.07,4910.48,1437.7,8.33,16384,2,7,0.0039,0.1442,"0"
47104.25,1599.44,1059.24,95.93,8192,0,4,0.0334,0.0819,"0"
67581.99,6929.8,2315.45,76.04,8192,3,9,0.0238,0.0359,"0"
9220.02,1806.51,4045.17,3.25,16384,2,4,0.0445,0.0326,"0"
207754.4,2875.81,2623,180.35,65535,171,4,0.0118,0.0987,"1"
48208.14,40430.01,3004.18,780.85,2048,0,4,0.0422,0.8187,"2"
16972.09,632.8,3082.38,142.78,1024,7,3,6e-04,0.0747,"0"
44484.38,1968.35,3315.62,49.92,8192,2,6,0.0254,0.0901,"0"
24134.29,4380.64,771.27,123.99,4096,2,6,0.0276,0.1087,"0"
206419.62,40685.78,1141.38,429.61,8192,2,4,0.0158,0.9477,"2"
3617.57,1163.96,2237.58,40.27,2048,2,2,0.0358,0.1065,"0"
33146.43,1806.99,1277.49,149.2,1024,2,3,0.0439,0.0778,"0"
41440.81,3663.64,2248.4,132.02,8192,2,6,0.0051,0.1029,"0"
11952.44,1339.04,536.63,142,2048,2,4,0.0111,0.0422,"0"
30236.53,476.04,3982.17,65.87,1024,1,6,0.0244,0.1451,"0"
38611.18,4237.24,1194.7,108.49,2048,0,6,0.0491,0.082,"0"
26973.99,2566.82,3608.06,48.13,65535,2,7,0.0063,0.0134,"0"
3556.09,57702.72,846.19,422.47,8192,1,5,0.0352,0.7664,"2"
14674.27,991.97,1134.92,45.66,1024,1,10,0.0328,0.1334,"0"
46891.12,1807.91,5367.28,70.17,4096,0,3,0.0301,0.0512,"0"
23600.07,464.58,2912.87,18.29,65535,4,5,0.0098,0.1071,"0"
36500.04,1630.35,2579.78,50.48,4096,0,1,0.0377,0.1992,"0"
24802.32,21656.49,4136.85,367.87,65535,1,4,0.018,0.9741,"2"
15947.09,7662.46,1645.55,29.17,2048,3,4,0.0151,0.0375,"0"
68468.13,3059.73,8918.06,63.33,16384,57,8,0.031,0.1715,"1"
11455.2,2310.72,3649.89,79.24,8192,1,3,0.0227,0.145,"0"
111605.16,4007.72,3000.29,117.29,4096,2,6,0.0317,0.1835,"0"
15466.67,2881.94,1300.66,39.66,1024,2,4,0.027,0.086,"0"
104948.48,3525.07,2146.97,97.18,2048,4,5,0.0184,0.0611,"0"
5022.35,3090.75,6671.8,54.15,65535,1,1,0.028,0.0855,"0"
12761.38,3248.77,5248.05,59.63,2048,1,3,0.0153,0.0267,"0"
14548.44,1205.19,2563.16,90.67,4096,2,5,0.0495,0.1115,"0"
28354.08,2309.05,10099.47,213.19,2048,119,4,0.0097,0.1091,"1"
5020.04,6743.04,4094.33,21.56,65535,0,3,0.1936,0.006,"3"
227191.3,1106.08,2212.95,48.51,1024,0,3,0.0313,0.0549,"0"
99071.3,5559.01,2873.02,45.51,2048,1,3,0.0273,0.1776,"0"
14570.03,4393.05,6685.62,9.42,8192,2,4,0.0405,0.0399,"0"
32793.74,3738.27,521.84,108.27,4096,2,5,0.0151,0.1079,"0"
8691.55,1282.46,2444.97,64.6,1024,2,6,0.0316,0.1717,"0"
25299.41,3240.98,2788.66,132.55,1024,4,11,0.0109,0.1099,"0"
76322.43,1552.41,2605.67,46.46,65535,0,3,0.0458,0.0685,"0"
62632.07,1230.8,962.38,139.78,65535,1,6,0.0023,0.162,"0"
9028.13,1949.68,3985.18,120.55,8192,4,3,0.0398,0.0283,"0"
127211.29,551.9,5491.56,20.74,1024,0,4,0.047,0.1041,"0"
76346.12,3719.86,1422.12,113.15,16384,0,9,0.0304,0.0114,"0"
14160.67,1892.23,1029.63,137.97,4096,2,7,0.1635,0.1291,"3"
21290.35,1418.8,3916.4,25.08,2048,2,7,0.0426,0.0634,"0"
127609.97,2273.87,4040.38,6.34,8192,1,7,0.0033,0.0909,"0"
34732.63,58695.67,9498.72,543.02,16384,1,3,0.019,0.9923,"2"
1300.32,7560.94,363.66,93.38,4096,2,5,0.0258,0.1387,"0"
162768.19,3118.9,2142.62,142.74,65535,0,6,0.0493,0.1905,"0"
27698.63,5671.67,4042.29,107.48,2048,1,8,0.0301,0.0778,"0"
179372.11,1509.33,7554.41,88.27,4096,0,10,0.0165,0.1222,"0"
21023.64,3419.12,1480.19,197.51,4096,187,4,0.0334,0.0665,"1"
